201707|30|20170730|111|-1|**|20AAAAAA|2020200|01|CKP_23353|7785.86|8105.57|322169.81|2689.65|164218.87||10738.9936666666666666666666666666666668|5473.962333333333333333333333333333333339
201707|30|20170730|111|-1|**|20AAAAAA|2020200|01|CKP_23353|7785.86|8105.57|322169.81|2689.65|164218.87||10738.9936666666666666666666666666666668|5473.962333333333333333333333333333333339
201707|30|20170730|111|-1|**|20AAAAAA|2020200|01|CKP_23353|7785.86|8105.57|322169.81|2689.65|164218.87||10738.9936666666666666666666666666666668|5473.962333333333333333333333333333333339
201707|30|20170730|111|-1|**|20AAAAAA|2020200|01|CKP_23353|7785.86|8105.57|322169.81|2689.65|164218.87||10738.9936666666666666666666666666666668|5473.962333333333333333333333333333333339
201707|30|20170730|111|-1|**|20AAAAAA|2020200|01|CKP_23353|7785.86|8105.57|322169.81|2689.65|164218.87||10738.9936666666666666666666666666666668|5473.962333333333333333333333333333333339
201707|30|20170730|111|-1|**|20AAAAAA|2020200|01|CKP_23353|7785.86|8105.57|322169.81|2689.65|164218.87||10738.9936666666666666666666666666666668|5473.962333333333333333333333333333333339
201707|30|20170730|111|-1|**|20AAAAAA|2020200|01|CKP_23353|7785.86|8105.57|322169.81|2689.65|164218.87||10738.9936666666666666666666666666666668|5473.962333333333333333333333333333333339
201707|30|20170730|111|-1|**|20AAAAAA|2020200|01|CKP_23353|7785.86|8105.57|322169.81|2689.65|164218.87||10738.9936666666666666666666666666666668|5473.962333333333333333333333333333333339
201707|30|20170730|111|-1|**|20AAAAAA|2020200|01|CKP_23353|7785.86|8105.57|322169.81|2689.65|164218.87||10738.9936666666666666666666666666666668|5473.962333333333333333333333333333333339
201707|30|20170730|111|-1|**|20AAAAAA|2020200|01|CKP_23353|7785.86|8105.57|322169.81|2689.65|164218.87||10738.9936666666666666666666666666666668|5473.962333333333333333333333333333333339
